Индекс,Тип региона,Регион,Тип района,Район,Тип города,Город,Тип н/п,Н/п,Код КЛАДР,Код ФИАС,Уровень по ФИАС,Признак центра района или региона,Код ОКАТО,Код ОКТМО,Код ИФНС,Часовой пояс,Широта,Долгота,Федеральный округ,Население
142450,обл,Московская,р-н,Ногинский,г,Старая Купавна,,,5002100400000,d49d936b-188f-4186-b2db-47e4b36682d6,4: город,0,46239503000,46639103001,5031,UTC569,55.8038411,38.1426144,Центральный,21859
142800,обл,Московская,р-н,Ступинский,г,Ступино,,,5003400100000,f516f0a9-3882-42fb-ae68-87a433e83e06,4: город,1,46253501000,46653101001,5045,UTC570,54.9238403,38.1186976,Центральный,66942
141900,обл,Московская,р-н,Талдомский,г,Талдом,,,5003500100000,5f2757f9-6cb1-41a6-9610-ee4f73a2f803,4: город,1,46254501000,46654101001,5010,UTC571,56.7308993,37.5276414,Центральный,13819
141190,обл,Московская,,,г,Фрязино,,,5000001900000,13696e0e-4c75-49aa-9c83-0a6faf5074ee,4: город,0,46480000000,46780000001,5050,UTC572,55.9590154,38.0409171,Центральный,55449
141400,обл,Московская,,,г,Химки,,,5000003000000,d76255c8-3173-4db5-a39b-badd3ebdf851,4: город,0,46483000000,46783000,5047,UTC573,55.8886705,37.4304154,Центральный,207125
141370,обл,Московская,р-н,Сергиево-Посадский,г,Хотьково,,,5003000300000,6cdcecfe-4d41-426c-bac4-034348f7068b,4: город,0,46215506000,46615106001,5042,UTC574,56.2515725,37.9395225,Центральный,21612
142432,обл,Московская,,,г,Черноголовка,,,5000003500000,70c5b1c8-43ec-471f-b3df-fd6f60557332,4: город,0,46485000000,46781000001,5031,UTC575,56.0100909,38.3792328,Центральный,20986
142300,обл,Московская,р-н,Чеховский,г,Чехов,,,5003700100000,7eeb876e-7b67-4ed7-91ec-0588712db96c,4: город,1,46256501000,46656101001,5048,UTC576,55.1507175,37.4532591,Центральный,60677
140700,обл,Московская,р-н,Шатурский,г,Шатура,,,5003800100000,cd6486b7-fd7a-4da8-b7f3-420d6e16b07b,4: город,1,46257501000,46657101001,5049,UTC577,55.5777942,39.5443781,Центральный,32836
141100,обл,Московская,р-н,Щелковский,г,Щелково,,,5004000100000,c38a33c1-8f16-4454-bbf4-656d6b8b1739,4: город,1,46259501000,46659101001,5050,UTC578,55.9234303,37.9784419,Центральный,110380
142530,обл,Московская,,,г,Электрогорск,,,5000003300000,091e36e6-fab6-477b-8b07-9151cbeb9cd5,4: город,0,46491000000,46791000,5035,UTC579,55.8778573,38.7805239,Центральный,22120
144000,обл,Московская,,,г,Электросталь,,,5000002100000,e0b171b6-bf2e-4d68-ab05-4d42ab2b375a,4: город,0,46490000000,46790000,5053,UTC580,55.7847718,38.4446531,Центральный,155324
142455,обл,Московская,р-н,Ногинский,г,Электроугли,,,5002100200000,27fda454-386e-4618-8c08-4e639a0a8bc1,4: город,0,46239505000,46639105001,5031,UTC581,55.7170329,38.2194049,Центральный,20120
141840,обл,Московская,р-н,Дмитровский,г,Яхрома,,,5000500200000,4e503ad8-0372-4434-888c-f111ed78040c,4: город,0,46208505000,46608105001,5007,UTC582,56.2889858,37.4831016,Центральный,13248
184200,обл,Мурманская,,,г,Апатиты,,,5100000200000,f0851e80-59d9-400b-b6d5-5f5f623bb29d,4: город,0,47405000000,47705000,5118,UTC583,67.5678295,33.4067218,Северо-Западный,59690
184670,обл,Мурманская,,,г,Гаджиево,,,5100001200000,b77147ce-b55e-4019-9aca-ed3872b9fbb0,4: город,0,47529000000,47737000005,5110,UTC584,69.2490009,33.3152445,Северо-Западный,11089
184310,обл,Мурманская,,,г,Заозерск,,,5100000300000,81a88076-04de-46c9-940a-3cb300e70e5b,4: город,0,47533000000,47733000,5110,UTC585,69.4003895,32.4502225,Северо-Западный,11206
184430,обл,Мурманская,р-н,Печенгский,г,Заполярный,,,5100500200000,304cb068-e1d1-4947-944f-07c38cd8db6e,4: город,0,47215503000,47615103001,5105,UTC586,69.413232,30.7985332,Северо-Западный,15835
184042,обл,Мурманская,р-н,Кандалакшский,г,Кандалакша,,,5100100100000,30fa6bcc-608e-40cb-b22a-b202967ff2a6,4: город,1,47202501000,47608101,5102,UTC587,67.1567298,32.4142303,Северо-Западный,35659
184250,обл,Мурманская,,,г,Кировск,,,5100000500000,f658a2c0-1f7d-4423-9465-e55d3553bf86,4: город,0,47412000000,47712000,5118,UTC588,67.6150979,33.6637196,Северо-Западный,28659
184144,обл,Мурманская,р-н,Ковдорский,г,Ковдор,,,5100200100000,01cc7377-a3a7-4793-9c77-52e3ef66a6ff,4: город,1,47203501000,47703000001,5108,UTC589,67.5661466,30.4742082,Северо-Западный,18836
184380,обл,Мурманская,р-н,Кольский,г,Кола,,,5100300100000,866ace16-21ff-49c4-af8d-b74ef0e80208,4: город,1,47205501000,47605101001,5105,UTC590,68.8785079,33.0262014,Северо-Западный,10447
184505,обл,Мурманская,,,г,Мончегорск,,,5100000600000,177e037d-a06d-4f8a-9333-fd534dd34c5d,4: город,0,47415000000,47715000001,5100,UTC591,67.9385206,32.9358886,Северо-Западный,45381
183000,обл,Мурманская,,,г,Мурманск,,,5100000100000,b7127184-ead6-422b-b7cf-4fc7725b47a5,4: город,2,47401000000,47701000001,5100,UTC592,69.0076958,33.0686019,Северо-Западный,307664
184530,обл,Мурманская,,,г,Оленегорск,,,5100000700000,c5fe1817-5163-4e3b-b06a-36d322c6bf57,4: город,0,47417000000,47717000,5108,UTC593,68.1422068,33.2670094,Северо-Западный,23079
184640,обл,Мурманская,,,г,Островной,,,5100000800000,0a358e8a-d3c4-45e5-b9fc-126092afd6f5,4: город,0,47531000000,47731000,5110,UTC594,68.0509133,39.5076034,Северо-Западный,2177
184230,обл,Мурманская,,,г,Полярные Зори,,,5100000900000,d70b2917-8cea-4555-a9fe-6d2c72d8d9cc,4: город,0,47419000000,47719000,5102,UTC595,67.3730192,32.497541,Северо-Западный,15106
184650,обл,Мурманская,,,г,Полярный,,,5100001000000,a4ae6202-6ec6-4bc6-abc5-4ecd6ca96d53,4: город,0,47525000000,47737000005,5110,UTC596,69.1988373,33.4509985,Северо-Западный,17304
184601,обл,Мурманская,,,г,Североморск,,,5100001100000,53e652bc-dd1b-44e1-9ab2-401b04cf3ceb,4: город,0,47530000000,47730000,5110,UTC597,69.0765029,33.4178354,Северо-Западный,50076
184682,обл,Мурманская,,,г,Снежногорск,,,5100001300000,22e4a0a6-68a6-47bc-a08c-11610ec6231a,4: город,0,47527000000,47737000011,5110,UTC598,69.1921469,33.2382821,Северо-Западный,12698
166000,АО,Ненецкий,,,г,Нарьян-Мар,,,8300000100000,b0122c31-eb1c-40ae-b998-08f9e99a0fa1,4: город,2,11111000000,11851000,2983,UTC599,67.6381525,53.0069336,Северо-Западный,21296
607220,обл,Нижегородская,,,г,Арзамас,,,5200000400000,7e42f157-87d6-4111-a406-17432e814723,4: город,0,22403000000,22703000,5243,UTC600,55.3947544,43.8407855,Приволжский,106367
606407,обл,Нижегородская,р-н,Балахнинский,г,Балахна,,,5200400100000,275737a6-dee6-493b-82bb-ca5c3c97b24e,4: город,1,22205501000,22605101001,5248,UTC601,56.4949932,43.5758953,Приволжский,51526
607600,обл,Нижегородская,р-н,Богородский,г,Богородск,,,5200500100000,17962cbc-48c7-43d4-b174-c35485d114e7,4: город,1,22207501000,22607101001,5252,UTC602,56.1019905,43.513678,Приволжский,25497
606440,обл,Нижегородская,,,г,Бор,,,5200000500000,e736e903-6bc3-450b-b8af-7909213dc9ef,4: город,0,22412000000,22712000,5246,UTC603,56.3565179,44.0644851,Приволжский,78079
606860,обл,Нижегородская,р-н,Ветлужский,г,Ветлуга,,,5201300100000,aa1e00f2-a813-4f3d-b74a-9f9d73bfb1ff,4: город,1,22218501000,22618101001,5235,UTC604,57.8558395,45.7762692,Приволжский,8956
606072,обл,Нижегородская,р-н,Володарский,г,Володарск,,,5201600100000,b92c9e2b-161d-4043-87ef-ed255529f7c6,4: город,1,22231503000,22631103,5249,UTC605,56.2168974,43.1597623,Приволжский,9924
606120,обл,Нижегородская,р-н,Павловский,г,Ворсма,,,5203200200000,cd695c84-0b68-4d4c-8068-76e9bba1228a,4: город,0,22242503000,22642103001,5252,UTC606,55.9900425,43.2719879,Приволжский,11622
607060,обл,Нижегородская,,,г,Выкса,,,5200000700000,d89942e8-e06b-46bd-a805-7cec8f77417e,4: город,1,22415000000,22715000001,5247,UTC607,55.3207103,42.1679169,Приволжский,56196
606125,обл,Нижегородская,р-н,Павловский,г,Горбатов,,,5203200300000,9e79f812-d4b6-48d6-97c3-aa94c102de3e,4: город,0,22242505000,22642105001,5252,UTC608,56.1307901,43.0626829,Приволжский,2278
606500,обл,Нижегородская,р-н,Городецкий,г,Городец,,,5202000100000,a80ea6a8-87f3-4621-89bb-eeb16f56ef94,4: город,1,22228501000,22628101001,5248,UTC609,56.6447459,43.4722975,Приволжский,30699
606000,обл,Нижегородская,,,г,Дзержинск,,,5200000200000,1d5a97d5-9bdf-44c9-ac42-e201833e7f28,4: город,0,22421000000,22721000,5249,UTC610,56.2376438,43.4599363,Приволжский,240762
606520,обл,Нижегородская,р-н,Городецкий,г,Заволжье,,,5202000200000,b1a903c2-9bdf-4a10-8e4b-e34d7b8d7dc3,4: город,0,22228503000,22628103001,5248,UTC611,56.6404237,43.3871565,Приволжский,40265
606340,обл,Нижегородская,р-н,Княгининский,г,Княгинино,,,5202300100000,b3350a67-b3c0-47b2-afb3-2b308227a89e,4: город,1,22233501000,22633101,5222,UTC612,55.8205157,45.0322947,Приволжский,6708
607650,обл,Нижегородская,р-н,Кстовский,г,Кстово,,,5202700100000,8d72434a-977f-418b-80e0-f37ff75d52e4,4: город,1,22237501000,22637101001,5250,UTC613,56.1433353,44.1665081,Приволжский,66641
607010,обл,Нижегородская,,,г,Кулебаки,,,5200001000000,a963a64c-29cf-4342-bdc7-d998017aa4cd,4: город,1,22427000000,22727000,5247,UTC614,55.429716,42.512483,Приволжский,35762
607800,обл,Нижегородская,р-н,Лукояновский,г,Лукоянов,,,5202900100000,edc07c38-090b-4990-9484-af85752c484f,4: город,1,22239501000,22639101,5243,UTC615,55.0327349,44.4933829,Приволжский,14949
606210,обл,Нижегородская,р-н,Лысковский,г,Лысково,,,5203000100000,978c4d8c-f724-43b1-aa95-0c1fc49dc6b7,4: город,1,22240501000,22640101,5222,UTC616,56.0262298,45.0356702,Приволжский,21882
607100,обл,Нижегородская,р-н,Навашинский,г,Навашино,,,5203100100000,87f58ce7-8bad-4b33-9654-907bbd18d36a,4: город,1,22430000000,22730000001,5247,UTC617,55.5439105,42.1887734,Приволжский,16413
603000,обл,Нижегородская,,,г,Нижний Новгород,,,5200000100000,555e7d61-d9a7-4ba6-9770-6caa8198c483,4: город,2,22401000000,22701000,5200,UTC618,56.3242093,44.0053948,Приволжский,1250615
606100,обл,Нижегородская,р-н,Павловский,г,Павлово,,,5203200100000,169a49f5-e0ed-44ae-83f8-653e44685e15,4: город,1,22242501000,22642101001,5252,UTC619,55.9797995,43.0996232,Приволжский,60699
607751,обл,Нижегородская,,,г,Первомайск,,,5200000800000,a72a0367-92a4-4ec3-9aa2-2397039a3d70,4: город,0,22434000000,22734000001,5254,UTC620,54.8676182,43.8012829,Приволжский,14567
607400,обл,Нижегородская,р-н,Перевозский,г,Перевоз,,,5203400100000,e3ff7ef2-92b6-4ab7-b2ff-4d58cab73dbc,4: город,1,22244501000,22644101,5229,UTC621,55.596904,44.5450268,Приволжский,9201
607180,обл,Нижегородская,,,г,Саров,,,5200000300000,be0210d1-1b58-49c1-8304-eb5ff5618fad,4: город,0,22503000000,22704000,5254,UTC622,54.9227002,43.3447792,Приволжский,92073
606605,обл,Нижегородская,,,г,Семенов,,,5200000600000,dacc69b0-38df-462e-b346-26541cb9c0b8,4: город,0,22437000000,22737000001,5228,UTC623,56.788935,44.4903571,Приволжский,24472
607510,обл,Нижегородская,р-н,Сергачский,г,Сергач,,,5203800100000,ef4d5a83-c574-48d9-86ec-386f18bec524,4: город,1,22248501000,22648101,5229,UTC624,55.5200364,45.4813193,Приволжский,21387
606803,обл,Нижегородская,р-н,Уренский,г,Урень,,,5204500100000,0e7e2d6e-7217-4624-857a-67b2300c0952,4: город,1,22254501000,22654101001,5235,UTC625,57.4612547,45.783394,Приволжский,12311
606540,обл,Нижегородская,р-н,Чкаловский,г,Чкаловск,,,5204600100000,46659847-4fed-4981-bdaf-d260874864ee,4: город,1,22442000000,22755000001,5248,UTC626,56.7651549,43.2420193,Приволжский,12371
606910,обл,Нижегородская,,,г,Шахунья,,,5200000900000,a5d97e2a-acea-44c0-92d1-1f107fc472cd,4: город,0,22458000000,22758000,5235,UTC627,57.6764773,46.6129673,Приволжский,21337
174400,обл,Новгородская,р-н,Боровичский,г,Боровичи,,,5300300100000,ae2f372e-7df2-400c-95f9-4b0522567634,4: город,1,49408000000,49606101001,5331,UTC628,58.3839866,33.9176761,Северо-Западный,54731
175400,обл,Новгородская,р-н,Валдайский,г,Валдай,,,5300400100000,a9075bb6-f2b2-497f-86e1-fe3d9592c075,4: город,1,49208501000,49608101001,5331,UTC629,57.9822906,33.2369492,Северо-Западный,16099
173000,обл,Новгородская,,,г,Великий Новгород,,,5300000100000,8d0a05bf-3b8a-43e9-ac26-7ce61d7c4560,4: город,2,49401000000,49701000001,5321,UTC630,58.5214003,31.2755051,Северо-Западный,218724
174260,обл,Новгородская,р-н,Маловишерский,г,Малая Вишера,,,5300900100000,58fbfb62-6e1e-402d-8c8d-c8ec722f4a5a,4: город,1,49220501000,49620101001,5336,UTC631,58.8458076,32.2247984,Северо-Западный,12461
174350,обл,Новгородская,р-н,Окуловский,г,Окуловка,,,5301200100000,b9e66b8f-b027-4e77-8466-55ba3be0b42b,4: город,1,49228501000,49628101001,5331,UTC632,58.3908717,33.2902474,Северо-Западный,12464
174510,обл,Новгородская,р-н,Пестовский,г,Пестово,,,5301400100000,4ad123c8-0130-4432-9d6c-e64946f2d647,4: город,1,49232501000,49632101001,5331,UTC633,58.5973944,35.8144523,Северо-Западный,15911
175040,обл,Новгородская,р-н,Солецкий,г,Сольцы,,,5301600100000,c2f4a34c-80b4-4aea-a45b-d932909cccc0,4: город,1,49238501000,49638101001,5332,UTC634,58.1201693,30.309285,Северо-Западный,10317
175200,обл,Новгородская,р-н,Старорусский,г,Старая Русса,,,5301700100000,bc4e8fbc-54dc-4114-9c48-fd7a9b3e2e5c,4: город,1,49413000000,49639101001,5332,UTC635,57.9906873,31.3555076,Северо-Западный,32235
175270,обл,Новгородская,р-н,Холмский,г,Холм,,,5301900100000,b12ce6eb-00e8-4d54-b309-14569350f346,4: город,1,49247501000,49647101001,5332,UTC636,57.1451036,31.1787812,Северо-Западный,3829
174210,обл,Новгородская,р-н,Чудовский,г,Чудово,,,5302000100000,a084418b-c41f-4086-9009-0adb7e9117bf,4: город,1,49250501000,49650101001,5336,UTC637,59.1247477,31.6865406,Северо-Западный,16148
632330,обл,Новосибирская,,,г,Барабинск,,,5400000400000,0133a54d-617a-4682-8885-e22c85588be8,4: город,0,50405000000,50604101001,5485,UTC642,55.3515917,78.3465012,Сибирский,30250
633000,обл,Новосибирская,,,г,Бердск,,,5400000200000,fd0191f4-4687-42d9-be64-4ebc7824bd08,4: город,0,50408000000,50708000001,5483,UTC643,54.7582375,83.1072212,Сибирский,98809
633340,обл,Новосибирская,р-н,Болотнинский,г,Болотное,,,5400400100000,7e18e6d0-f7e1-4ada-a845-cc7ab5431a1a,4: город,1,50206501000,50606101001,5475,UTC644,55.6693773,84.3906599,Сибирский,16969
,обл,Новосибирская,,,г,Искитим,,,5400000500000,6965fcac-b7e4-4cab-ab35-a591ed65edf5,4: город,0,50412000000,50712000001,5483,UTC645,54.6266869,83.2951444,Сибирский,60072
632860,обл,Новосибирская,р-н,Карасукский,г,Карасук,,,5400900100000,23d59dbe-1aed-4564-84da-fe921f9ce294,4: город,1,50217501000,50617101001,5474,UTC646,53.7343772,78.042457,Сибирский,28929
632400,обл,Новосибирская,р-н,Каргатский,г,Каргат,,,5401000100000,f3a2db25-007e-4830-b460-e763ced3a642,4: город,1,50219501000,50619101001,5485,UTC647,55.1943829,80.2831324,Сибирский,10620
632380,обл,Новосибирская,,,г,Куйбышев,,,5400000600000,1b70e712-092e-4c45-9984-af3a2c7cfdd7,4: город,0,50415000000,50630101001,5485,UTC648,55.4684104,78.3241042,Сибирский,47278
632730,обл,Новосибирская,р-н,Купинский,г,Купино,,,5401600100000,b1467e32-e362-4e64-b5d7-0d7deba77505,4: город,1,50232501000,50632101001,5474,UTC649,54.3660317,77.2972969,Сибирский,15448
630000,обл,Новосибирская,,,г,Новосибирск,,,5400000100000,8dea00e3-9aab-4d8e-887c-ef2aaa546456,4: город,2,50401000000,50701000001,5400,UTC650,55.0281016,82.9210575,Сибирский,1498921
,обл,Новосибирская,,,г,Обь,,,5400000300000,8571e389-8c43-4c36-afae-b532d078c928,4: город,0,50417000000,50717000001,5475,UTC651,54.9945882,82.6937925,Сибирский,26137
632120,обл,Новосибирская,,,г,Татарск,,,5400000700000,17f3169d-63c5-4c04-9395-298333f7e0f4,4: город,0,50418000000,50650101001,5474,UTC652,55.2145894,75.9740805,Сибирский,26114
633450,обл,Новосибирская,р-н,Тогучинский,г,Тогучин,,,5402400100000,579da04d-579c-4ef7-8f84-aa63088be55b,4: город,1,50252501000,50652101001,5475,UTC653,55.2250038,84.4103867,Сибирский,21531
633520,обл,Новосибирская,р-н,Черепановский,г,Черепаново,,,5402800100000,e849dc37-0f3b-4a66-8f0e-780c75927025,4: город,1,50257501000,50657101001,5483,UTC654,54.2206974,83.3724392,Сибирский,19346
632550,обл,Новосибирская,р-н,Чулымский,г,Чулым,,,5403000100000,bd136162-7404-4915-b456-239426f78b94,4: город,1,50259501000,50659101001,5485,UTC655,55.0906205,80.9592152,Сибирский,11964
646020,обл,Омская,р-н,Исилькульский,г,Исилькуль,,,5500700100000,097baa31-3a80-4fea-b34b-c613fbd8730e,4: город,1,52405000000,52615101001,5514,UTC655,54.9096156,71.2816107,Сибирский,25905
646900,обл,Омская,р-н,Калачинский,г,Калачинск,,,5500800100000,fc59f020-5c8e-45e8-baf5-c9069a61e4a9,4: город,1,52410000000,52618101001,5515,UTC656,55.0598547,74.5655075,Сибирский,24000
646100,обл,Омская,р-н,Называевский,г,Называевск,,,5501600100000,db2e2372-fed9-426b-a861-e64e2201f225,4: город,1,52413000000,52636101001,5514,UTC657,55.5688811,71.3502572,Сибирский,12119
644000,обл,Омская,,,г,Омск,,,5500000100000,140e31da-27bf-4519-9ea0-6185d681d44e,4: город,2,52401000000,52701000001,5500,UTC658,54.9848136,73.3674638,Сибирский,1154000
646530,обл,Омская,р-н,Тарский,г,Тара,,,5502800100000,191443b9-a283-4368-a09d-0a98f16c7dc5,4: город,1,52415000000,52654101001,5535,UTC659,56.9159171,74.3649643,Сибирский,26664
646330,обл,Омская,р-н,Тюкалинский,г,Тюкалинск,,,5503000100000,10959db6-8297-49eb-93e9-2bb7641898ce,4: город,1,52418000000,52656101001,5514,UTC660,55.8705121,72.1956156,Сибирский,12050
461743,обл,Оренбургская,р-н,Абдулинский,г,Абдулино,,,5605500100000,5e796fe8-2870-4a24-a14a-5669ca0141e5,4: город,1,53404000000,53603101,5600,UTC660,53.6778096,53.6473115,Приволжский,20663
461630,обл,Оренбургская,,,г,Бугуруслан,,,5600000500000,680f6208-865b-43b4-ab24-1f42f51d2c33,4: город,0,53408000000,53708000001,5602,UTC661,53.6522636,52.4326166,Приволжский,52249
461040,обл,Оренбургская,,,г,Бузулук,,,5600000600000,653b316e-d0ca-414e-9211-03a96643e91b,4: город,0,53412000000,53712000,5603,UTC662,52.7881434,52.2623757,Приволжский,82816
462631,обл,Оренбургская,,,г,Гай,,,5600000700000,c9a3cd9e-a133-4de9-aafb-a6e0b664312c,4: город,0,53413000000,53713000,5607,UTC663,51.4649138,58.4436189,Приволжский,38302
462240,обл,Оренбургская,,,г,Кувандык,,,5600000800000,7644221b-0ef9-40c3-8378-cb0e2299747e,4: город,0,53414000000,53714000001,5607,UTC664,51.4784845,57.3612029,Приволжский,26176
462271,обл,Оренбургская,,,г,Медногорск,,,5600000200000,86204c33-b552-4ebd-a93a-9dc8b274ee9c,4: город,0,53415000000,53715000,5607,UTC665,51.4039421,57.5832185,Приволжский,27253
462351,обл,Оренбургская,,,г,Новотроицк,,,5600000300000,5cb431ac-6645-47b2-9716-5fccc9ec1d7f,4: город,0,53420000000,53720000,5600,UTC666,51.1965071,58.3017455,Приволжский,97914
460000,обл,Оренбургская,,,г,Оренбург,,,5600000100000,dce97bff-deb2-4fd9-9aec-4f4327bbf89b,4: город,2,53401000000,53701000,5600,UTC667,51.7875191,55.1017379,Приволжский,570329
462400,обл,Оренбургская,,,г,Орск,,,5600000400000,71e7cb45-f365-4e6b-b068-a7d35349c3ba,4: город,0,53423000000,53723000,5614,UTC668,51.2293069,58.4751889,Приволжский,238006
461504,обл,Оренбургская,р-н,Соль-Илецкий,г,Соль-Илецк,,,5601500100000,d2d93864-f4a5-4ac2-b953-b230cc9d0fa0,4: город,1,53425000000,53725000001,5600,UTC669,51.1634976,54.9895391,Приволжский,26308
461900,обл,Оренбургская,,,г,Сорочинск,,,5600000900000,1d9296cc-f534-4e81-9e97-c31d3ef9c25a,4: город,0,53427000000,53727000001,5600,UTC670,52.4265081,53.1542123,Приволжский,30136
462780,обл,Оренбургская,,,г,Ясный,,,5600001000000,c30ba5a3-1222-4fde-a8d0-ef2d8494e4c8,4: город,1,53432000000,53732000,5635,UTC671,51.0369499,59.8743256,Приволжский,16082
303140,обл,Орловская,р-н,Болховский,г,Болхов,,,5700200100000,4393f437-1a48-4083-bed9-ad3382fdad16,4: город,1,54204501000,54604101001,5744,UTC670,53.4440204,36.0076969,Центральный,11421
303240,обл,Орловская,р-н,Дмитровский,г,Дмитровск,,,5700500100000,25748825-cbac-4a45-b3d6-4770c3872478,4: город,1,54212501000,54612101001,5748,UTC671,52.5053481,35.141535,Центральный,5956
303850,обл,Орловская,,,г,Ливны,,,5700000200000,aef2c735-2e21-42e5-8638-9667bade6a2b,4: город,0,54405000000,54705000,5743,UTC672,52.4285122,37.603944,Центральный,50430
303370,обл,Орловская,р-н,Малоархангельский,г,Малоархангельск,,,5701400100000,2afa3f40-891a-4640-a1cf-af9a5a6d1eb7,4: город,1,54232501000,54632101001,5743,UTC673,52.4001151,36.5037931,Центральный,3872
303030,обл,Орловская,,,г,Мценск,,,5700000300000,76f2780b-0f1c-4818-98a4-13da5c8a2c80,4: город,0,54410000000,54710000,5744,UTC674,53.2790021,36.574992,Центральный,43216
303500,обл,Орловская,р-н,Новосильский,г,Новосиль,,,5701700100000,5f17239d-7e83-4e7d-afcd-b94e451465c9,4: город,1,54243501000,54643101001,5745,UTC675,52.9747225,37.0438402,Центральный,3799
302000,обл,Орловская,,,г,Орёл,,,5700000100000,2abed4d9-5565-4885-bc96-f4ffccc6cba4,4: город,2,54401000000,54701000001,5740,UTC676,52.9672573,36.0696479,Центральный,317854
442250,обл,Пензенская,р-н,Белинский,г,Белинский,,,5800500100000,ea57fb75-444f-4f54-b89e-d66ac91774ba,4: город,1,56212501000,56612101,5802,UTC677,52.9641169,43.4185003,Приволжский,8567
442310,обл,Пензенская,р-н,Городищенский,г,Городище,,,5800800100000,b9d45c36-c679-40bb-8168-7ab78913a2c7,4: город,1,56218501000,56618101001,5826,UTC678,53.2727888,45.702731,Приволжский,8102
442960,обл,Пензенская,,,г,Заречный,,,5800000200000,ff38fc0c-d739-4627-a2f4-58af8f3d9d42,4: город,0,56534000000,56734000,5838,UTC679,53.1961009,45.1691502,Приволжский,63579
442240,обл,Пензенская,р-н,Каменский,г,Каменка,,,5801100100000,e5313349-e01d-47a2-b329-b1629c243520,4: город,1,56229501000,56629101,5802,UTC680,53.1855474,44.0468501,Приволжский,39579
442530,обл,Пензенская,,,г,Кузнецк,,,5800000300000,b4751488-e03d-416c-9cde-af7465256bfa,4: город,1,56405000000,56705000,5803,UTC681,53.1131686,46.6052497,Приволжский,88886
442150,обл,Пензенская,р-н,Нижнеломовский,г,Нижний Ломов,,,5802200100000,f852d3a4-5d39-4a1b-be4a-f20ca9c4e60c,4: город,1,56251501000,56651101001,5827,UTC682,53.5301274,43.6729216,Приволжский,22678
442317,обл,Пензенская,р-н,Никольский,г,Никольск,,,5802300100000,6e26041a-db1c-4f41-93f1-f056ab0b70ef,4: город,1,56253501000,56653101001,5826,UTC683,53.7138397,46.079962,Приволжский,22471
440000,обл,Пензенская,,,г,Пенза,,,5800000100000,ff3292b1-a1d2-47d4-b35b-ac06b50555cc,4: город,2,56401000000,56701000,5800,UTC684,53.1753884,45.0347408,Приволжский,519592
442890,обл,Пензенская,р-н,Сердобский,г,Сердобск,,,5802500100000,20c2c219-f4a8-4d07-93c9-72bd6766c0b6,4: город,1,56256501000,56656101001,5805,UTC685,52.4697532,44.2122688,Приволжский,35393
442600,обл,Пензенская,р-н,Спасский,г,Спасск,,,5800300100000,d005a0db-1deb-4728-a800-1e423fa804df,4: город,1,56206501000,56606101001,5827,UTC686,53.927163,43.1860475,Приволжский,7442
442300,обл,Пензенская,р-н,Городищенский,г,Сурск,,,5800800200000,d8f506c4-a1e4-4524-b997-8651cb6f0af0,4: город,0,56218508000,56618108001,5826,UTC687,53.0760597,45.6911897,Приволжский,7032
618320,край,Пермский,,,г,Александровск,,,5900000300000,4f07ade1-1415-44c8-bed9-e851f1ef558d,4: город,0,57405550000,57605105001,5911,UTC690,59.1613773,57.5764851,Приволжский,15022
618400,край,Пермский,,,г,Березники,,,5900000200000,4ffcde97-05e9-4a6e-bd51-3a984b41b7bd,4: город,0,57408000000,57708000001,5911,UTC691,59.4079898,56.8040725,Приволжский,156350
617119,край,Пермский,р-н,Верещагинский,г,Верещагино,,,5900500100000,9bd0970e-7fbb-4a64-a625-af7670526dba,4: город,1,57212000000,57612101001,5933,UTC692,58.0797908,54.6580948,Приволжский,22760
618820,край,Пермский,р-н,Горнозаводский,г,Горнозаводск,,,5900600100000,17644b43-80ff-4dea-b823-3b9dbf9e9ef0,4: город,1,57214501000,57614101001,5921,UTC693,58.3743406,58.3230329,Приволжский,12334
618270,край,Пермский,,,г,Гремячинск,,,5900000400000,edeaf203-1bc3-4fe1-b3ed-15eb89978783,4: город,0,57412000000,57615101001,5921,UTC694,58.5625603,57.8520073,Приволжский,11005
618250,край,Пермский,,,г,Губаха,,,5900000500000,1dc365d3-60b1-41ea-a3b3-1c599024cf30,4: город,0,57415000000,57717000001,5921,UTC695,58.837024,57.5544441,Приволжский,27544
618730,край,Пермский,,,г,Добрянка,,,5900000600000,230c2f4d-fd9d-46fc-8bbd-b8de26810790,4: город,0,57416550000,57616101001,5914,UTC696,58.4696353,56.4131294,Приволжский,35720
618350,край,Пермский,,,г,Кизел,,,5900000700000,cc8b9eb5-bd4e-4472-8314-f889e8a6679c,4: город,0,57418000000,57623101001,5911,UTC697,59.0511764,57.6471214,Приволжский,20277
618590,край,Пермский,р-н,Красновишерский,г,Красновишерск,,,5901300100000,f42f49ba-d949-4245-843a-6ec5203d2fcd,4: город,1,57226501000,57626101001,5919,UTC698,60.3902242,57.0537244,Приволжский,17129
617060,край,Пермский,р-н,Краснокамский,г,Краснокамск,,,5903500100000,22ac4485-bdf3-422e-b67f-9b3aba46de5e,4: город,1,57420550000,57627101001,5916,UTC699,58.0820946,55.7479797,Приволжский,52632
619000,край,Пермский,,,г,Кудымкар,,,5900001400000,d36590ad-0286-44a2-876d-7732deee4234,4: город,0,57421000000,57851000001,5981,UTC700,59.0168605,54.6573459,Приволжский,30711
