Индекс,Тип региона,Регион,Тип района,Район,Тип города,Город,Тип н/п,Н/п,Код КЛАДР,Код ФИАС,Уровень по ФИАС,Признак центра района или региона,Код ОКАТО,Код ОКТМО,Код ИФНС,Часовой пояс,Широта,Долгота,Федеральный округ,Население
238120,обл,Калининградская,р-н,Озерский,г,Озерск,,,3901000100000,19620317-39e8-4a09-af7e-67b136ef61fe,4: город,1,27227501000,27716000001,3914,UTC257,54.4084804,22.013508,Северо-Западный,4740
238590,обл,Калининградская,,,г,Пионерский,,,3900000300000,9fee1c1b-9d14-42ea-8ff9-2e903501d43d,4: город,0,27417000000,27717000001,3917,UTC258,54.9516927,20.227697,Северо-Западный,11017
238630,обл,Калининградская,р-н,Полесский,г,Полесск,,,3901100100000,27fd5628-fbd7-4641-abed-b213af6029b8,4: город,1,27230501000,27718000001,3917,UTC259,54.8626321,21.0998148,Северо-Западный,7580
238400,обл,Калининградская,р-н,Правдинский,г,Правдинск,,,3901200100000,2b3f4c49-0e5b-44c8-bf56-a335eb551c23,4: город,1,27233501000,27719000001,3917,UTC260,54.4430604,21.0083638,Северо-Западный,4323
238510,обл,Калининградская,р-н,Балтийский,г,Приморск,,,3901500200000,5f19f5f2-55b1-4796-9610-8a73eeefcaf1,4: город,0,27405555000,27605102051,3917,UTC261,54.7311185,19.9983108,Северо-Западный,1956
238560,обл,Калининградская,р-н,Светлогорский,г,Светлогорск,,,3901600100000,19436029-357a-435b-8156-b01fba4ea8a5,4: город,1,27420000000,27634101001,3917,UTC262,54.9439566,20.1514789,Северо-Западный,10775
238340,обл,Калининградская,,,г,Светлый,,,3900000600000,6d379259-b8d5-4cca-9412-1ded0849fd1a,4: город,0,27425000000,27725000001,3917,UTC263,54.6774051,20.1356625,Северо-Западный,21380
238600,обл,Калининградская,р-н,Славский,г,Славск,,,3901300100000,f731c104-431c-494c-b4e8-f97ccaaf71b9,4: город,1,27236501000,27727000001,3914,UTC264,55.0451054,21.6742294,Северо-Западный,4614
238750,обл,Калининградская,,,г,Советск,,,3900000700000,e401208f-3469-403f-910b-bba057cf70b2,4: город,0,27430000000,27730000001,3914,UTC265,55.0810474,21.8886272,Северо-Западный,41709
238150,обл,Калининградская,р-н,Черняховский,г,Черняховск,,,3901400100000,acde8f61-fd56-4cec-a4df-1f033e2a63ee,4: город,1,27239501000,27739000001,3914,UTC266,54.6243928,21.7969179,Северо-Западный,40464
359050,Респ,Калмыкия,р-н,Городовиковский,г,Городовиковск,,,0800200100000,ae5ed160-39e8-46b7-ac27-d858e7032877,4: город,1,85205501000,85605101001,0801,UTC268,46.0875351,41.9354039,Южный,9565
359220,Респ,Калмыкия,р-н,Лаганский,г,Лагань,,,0800600100000,808f71cf-e9f9-4fe8-ab93-2b6326ebbd8e,4: город,1,85215501000,85615101,0813,UTC269,45.3929617,47.3432943,Южный,14323
358000,Респ,Калмыкия,,,г,Элиста,,,0800000100000,d5bd18b9-22c1-48e2-9b4a-3b7a4c89a3cb,4: город,2,85401000000,85701000,0816,UTC270,46.3082947,44.2701417,Южный,103728
249000,обл,Калужская,р-н,Боровский,г,Балабаново,,,4000400200000,ef65fa9c-6516-4175-a00a-6410a4a6f2d6,4: город,0,29206505000,29606105,4025,UTC271,55.1773652,36.6567255,Центральный,26337
249160,обл,Калужская,р-н,Жуковский,г,Белоусово,,,4000900200000,4601e932-0ca3-474f-a8a6-e67cc034b346,4: город,0,29213507000,29613157001,4011,UTC272,55.0957679,36.6777239,Центральный,8432
249010,обл,Калужская,р-н,Боровский,г,Боровск,,,4000400100000,db14bfff-fea7-469e-82f4-ccf4209d6753,4: город,1,29206501000,29606101,4025,UTC273,55.2130965,36.4927446,Центральный,12283
249026,обл,Калужская,р-н,Боровский,г,Ермолино,,,4000400400000,0c66ce29-8464-40ef-a11d-e8e6df7475fd,4: город,0,29206507000,29606157,4025,UTC274,55.1972714,36.5951966,Центральный,10409
249340,обл,Калужская,р-н,Жиздринский,г,Жиздра,,,4000800100000,2073f6df-cf12-455f-818d-cedea8f783fa,4: город,1,29212501000,29612101,4024,UTC275,53.7522384,34.7386719,Центральный,5585
249190,обл,Калужская,р-н,Жуковский,г,Жуков,,,4000900100000,53f014ee-1074-4f90-b948-9e5219e24b9b,4: город,1,29213501000,29613101001,4000,UTC276,55.0301386,36.7393279,Центральный,12150
248000,обл,Калужская,,,г,Калуга,,,4000000100000,b502ae45-897e-4b6f-9776-6ff49740b537,4: город,2,29401000000,29701000,4000,UTC277,54.5060439,36.2515933,Центральный,325185
249440,обл,Калужская,р-н,Кировский,г,Киров,,,4001100100000,7c875ac0-5c75-4798-8786-564ccb5bd9f2,4: город,1,29214501000,29614101001,4023,UTC278,54.0790823,34.3077508,Центральный,31888
249720,обл,Калужская,р-н,Козельский,г,Козельск,,,4001200100000,adc77035-406d-4cb4-9bcc-094c89ac67fc,4: город,1,29216501000,29616101,4001,UTC279,54.0348417,35.7807136,Центральный,18203
249830,обл,Калужская,р-н,Дзержинский,г,Кондрово,,,4000600100000,9ea37890-3ec5-4425-8e41-f60d1844335d,4: город,1,29208501000,29608101,4004,UTC280,54.796051,35.9276099,Центральный,16672
249185,обл,Калужская,р-н,Жуковский,г,Кременки,,,4000900400000,73c0bcae-5da5-4796-9084-9b9e5905d501,4: город,0,29213510000,29613160,4011,UTC281,54.8863306,37.116878,Центральный,11617
249400,обл,Калужская,р-н,Людиновский,г,Людиново,,,4001400100000,e6b8a826-768f-4745-889b-e774c1520c5f,4: город,1,29220501000,29620101001,4024,UTC282,53.8701406,34.4385498,Центральный,40550
249091,обл,Калужская,р-н,Малоярославецкий,г,Малоярославец,,,4001500100000,72cb3a9a-0180-4619-ac08-07e762e58e6f,4: город,1,29223501000,29623101001,4011,UTC283,55.0176756,36.4632122,Центральный,30401
249950,обл,Калужская,р-н,Медынский,г,Медынь,,,4001600100000,df03aec4-0859-4f40-9f51-90b2ed2f83ef,4: город,1,29225501000,29625101,4004,UTC284,54.9690755,35.887313,Центральный,8298
249240,обл,Калужская,р-н,Мещовский,г,Мещовск,,,4001700100000,9b4890ea-75d9-4464-96f1-077c8a9c7e34,4: город,1,29227501000,29627101001,4001,UTC285,54.3191127,35.2816065,Центральный,4101
249930,обл,Калужская,р-н,Мосальский,г,Мосальск,,,4001800100000,4ae6d306-349e-4fb8-9ce9-7c3735d3c4e6,4: город,1,29229501000,29629101001,4023,UTC286,54.4825589,34.987206,Центральный,4285
249030,обл,Калужская,,,г,Обнинск,,,4000000200000,05a647ff-b859-4c93-8c8e-3590110a0085,4: город,0,29415000000,29715000,4025,UTC287,55.0943892,36.6121785,Центральный,104798
249710,обл,Калужская,р-н,Козельский,г,Сосенский,,,4001200200000,44326142-0196-4cec-abcb-79853fe6cfd4,4: город,0,29216504000,29616104,4001,UTC288,54.056525,35.9621458,Центральный,12394
249610,обл,Калужская,р-н,Спас-Деменский,г,Спас-Деменск,,,4000500100000,30745bd5-b803-4327-baf9-006f25353acc,4: город,1,29234501000,29634101001,4023,UTC289,54.4099201,34.0190263,Центральный,4904
249270,обл,Калужская,р-н,Сухиничский,г,Сухиничи,,,4002000100000,84778f7b-bf8c-45cc-84e1-dfd136368e6a,4: город,1,29236501000,29636101,4001,UTC290,54.0973787,35.3443077,Центральный,16295
249100,обл,Калужская,р-н,Тарусский,г,Таруса,,,4002100100000,31a0a531-a20f-4ccc-a370-551cd9867b0c,4: город,0,29238501000,29638101001,4029,UTC291,54.7236791,37.1670866,Центральный,9656
249910,обл,Калужская,р-н,Юхновский,г,Юхнов,,,4002500100000,503b2859-0304-4e8e-b627-8f611ff27d5e,4: город,1,29250501000,29650101,4004,UTC292,54.7445873,35.2424857,Центральный,7056
684090,край,Камчатский,,,г,Вилючинск,,,4100000200000,b75a9701-5cd4-4623-99d5-4fa7463ceb47,4: город,0,30535000000,30735000,4177,UTC302,52.930428,158.4057276,Дальневосточный,22905
684000,край,Камчатский,р-н,Елизовский,г,Елизово,,,4100500100000,3da129ee-9b72-45ec-bef9-07b69e1eed4e,4: город,1,30402000000,30607101,4177,UTC303,53.1829573,158.3882833,Дальневосточный,39548
683000,край,Камчатский,,,г,Петропавловск-Камчатский,,,4100000100000,0b3f0723-5fe0-4c23-af44-8082166c6d2e,4: город,2,30401000000,30701000,4101,UTC304,53.0370213,158.6559142,Дальневосточный,179526
369200,Респ,Карачаево-Черкесская,,,г,Карачаевск,,,0900000200000,cb390fbd-3149-4ac9-b9fb-6af069d51b71,4: город,1,91405000000,91705000,0916,UTC296,43.773197,41.9143726,Северо-Кавказский,23848
369210,Респ,Карачаево-Черкесская,,,г,Теберда,,,0900000300000,2edbb310-a924-44a8-a6d0-c9b825214fcf,4: город,0,91405000000,91705000,0916,UTC297,43.4438408,41.7414924,Северо-Кавказский,9097
369300,Респ,Карачаево-Черкесская,р-н,Усть-Джегутинский,г,Усть-Джегута,,,0900800100000,5de40749-195c-445b-b65a-fd1c397d1440,4: город,1,91235501000,91635101,0916,UTC298,44.083852,41.971128,Северо-Кавказский,30602
369000,Респ,Карачаево-Черкесская,,,г,Черкесск,,,0900000100000,2a4a7c93-f3f8-4042-8cbf-e04ab64f5e08,4: город,2,91401000000,91701000,0917,UTC299,44.2268637,42.0467829,Северо-Кавказский,121439
186500,Респ,Карелия,р-н,Беломорский,г,Беломорск,,,1000200100000,b4bc7957-5539-4da9-ac5f-d6ee037c0d52,4: город,1,86204501000,86604101001,1032,UTC300,64.5378468,34.7799717,Северо-Западный,11217
186610,Респ,Карелия,р-н,Кемский,г,Кемь,,,1000400100000,e4338e50-dae7-4bd0-8843-ca0db77140d3,4: город,0,86212501000,86612101001,1031,UTC301,64.9543657,34.5948547,Северо-Западный,13061
186220,Респ,Карелия,р-н,Кондопожский,г,Кондопога,,,1000500100000,ca9f6919-1174-4f35-a932-232fa02a4334,4: город,1,86215501000,86615101001,1039,UTC302,62.2059866,34.2681778,Северо-Западный,32978
186930,Респ,Карелия,,,г,Костомукша,,,1000000400000,1925075b-8541-4075-97ea-edad0557626e,4: город,0,86406000000,86706000001,1031,UTC303,64.5889946,30.6015567,Северо-Западный,28433
186730,Респ,Карелия,р-н,Лахденпохский,г,Лахденпохья,,,1000600100000,5b02bb69-ea4f-482d-b6c3-5bdfea5244d6,4: город,1,86218501000,86618101001,1035,UTC304,61.5189466,30.199592,Северо-Западный,7818
186350,Респ,Карелия,р-н,Медвежьегорский,г,Медвежьегорск,,,1000800100000,fec511c3-62fc-4093-95bd-89f05b26afa6,4: город,1,86224501000,86624101001,1039,UTC305,62.9127678,34.4567614,Северо-Западный,15536
186000,Респ,Карелия,р-н,Олонецкий,г,Олонец,,,1001000100000,38568ddc-20b7-409f-aa76-024b3b02c637,4: город,1,86230501000,86630101001,1035,UTC306,60.9793604,32.9726031,Северо-Западный,9060
185000,Респ,Карелия,,,г,Петрозаводск,,,1000000100000,ccc34487-8fd4-4e71-b032-f4e6c82fb354,4: город,2,86401000000,86701000,1001,UTC307,61.78909,34.3596263,Северо-Западный,263540
186810,Респ,Карелия,р-н,Питкярантский,г,Питкяранта,,,1001100100000,284264da-5fb5-4301-b36a-1127d751329d,4: город,1,86233501000,86633101001,1035,UTC308,61.5756886,31.4641309,Северо-Западный,11484
186150,Респ,Карелия,р-н,Пудожский,г,Пудож,,,1001300100000,ed96ee68-5ea9-4ebd-950a-2bbbd545b78e,4: город,1,86242501000,86642101001,1039,UTC309,61.8059147,36.5330088,Северо-Западный,9698
186420,Респ,Карелия,р-н,Сегежский,г,Сегежа,,,1001400100000,4eb67866-2460-40c3-b69f-80889385caa3,4: город,1,86245501000,86645101001,1032,UTC310,63.7437211,34.3126755,Северо-Западный,29660
186790,Респ,Карелия,,,г,Сортавала,,,1000000700000,7fa96873-4865-4f14-99e4-78d118cdca8b,4: город,0,86410000017,86610101001,1035,UTC311,61.7032216,30.6917021,Северо-Западный,19215
186870,Респ,Карелия,р-н,Суоярвский,г,Суоярви,,,1001500100000,8a5c4019-f746-4445-8679-cb6740633a78,4: город,1,86250501000,86650101001,1040,UTC312,62.0787769,32.3499029,Северо-Западный,9763
652470,обл,Кемеровская,,,г,Анжеро-Судженск,,,4200000200000,8a5314a4-903e-475c-a4db-8f03db3b793f,4: город,0,32404000000,32704000001,4246,UTC317,56.0787179,86.0202207,Сибирский,76669
652600,обл,Кемеровская,,,г,Белово,,,4200001500000,1346744e-8a64-4712-8939-bb84a1692874,4: город,0,32407000000,32707000001,4202,UTC318,54.4221442,86.3036438,Сибирский,76752
652420,обл,Кемеровская,,,г,Березовский,,,4200000300000,ef6bac92-b712-42ba-942b-515b36b9a32c,4: город,0,32410000000,32710000001,4250,UTC319,55.6692853,86.2744636,Сибирский,47292
652780,обл,Кемеровская,р-н,Гурьевский,г,Гурьевск,,,4200300100000,9924881d-bc20-4e72-8c2e-e4cf415c93c1,4: город,1,32413000000,32602101001,4202,UTC320,54.2860005,85.947723,Сибирский,24816
652740,обл,Кемеровская,,,г,Калтан,,,4200000400000,5000e677-7d3c-4eec-b01d-f3f192abbd41,4: город,0,32415000000,32715000001,4222,UTC321,53.5210461,87.2772143,Сибирский,21893
650000,обл,Кемеровская,,,г,Кемерово,,,4200000900000,94bb19a3-c1fa-410b-8651-ac1bf7c050cd,4: город,2,32401000000,32701000001,4205,UTC322,55.3909721,86.0467864,Сибирский,532884
652700,обл,Кемеровская,,,г,Киселевск,,,4200000500000,36122f01-1666-42e0-9c65-937787e8ca45,4: город,0,32416000000,32716000001,4223,UTC323,54.0060382,86.6367387,Сибирский,98382
652500,обл,Кемеровская,,,г,Ленинск-Кузнецкий,,,4200001000000,cf600ae8-e376-42ae-bf7c-5aa1875dcd28,4: город,0,32419000000,32719000001,4212,UTC324,54.6674092,86.1796724,Сибирский,101666
652150,обл,Кемеровская,р-н,Мариинский,г,Мариинск,,,4200700100000,34a2e393-69d3-4258-8daf-a6290a14b06e,4: город,1,32422000000,32616101001,4213,UTC325,56.2127836,87.7454392,Сибирский,40522
652870,обл,Кемеровская,,,г,Междуреченск,,,4200001600000,c6a7e590-04b4-4a01-85fc-b61b63711bba,4: город,0,32425000000,32725000001,4214,UTC326,53.6865695,88.0703888,Сибирский,101995
652840,обл,Кемеровская,,,г,Мыски,,,4200000600000,070a8e7b-038f-48c8-9eed-16a6c03ab899,4: город,0,32428000000,32728000001,4214,UTC327,53.7125516,87.8056657,Сибирский,43029
654000,обл,Кемеровская,,,г,Новокузнецк,,,4200001200000,b28b6f6f-1435-444e-95a6-68c499b0d27a,4: город,0,32431000000,32731000001,4200,UTC328,53.7942757,87.2144046,Сибирский,547885
652800,обл,Кемеровская,,,г,Осинники,,,4200000700000,1efff7c4-448a-48c5-b476-c803b4d36842,4: город,0,32434000000,32734000001,4222,UTC329,53.5987397,87.3369948,Сибирский,45997
652560,обл,Кемеровская,,,г,Полысаево,,,4200001100000,34ac1b24-f541-4279-abfb-466f80ed1f7b,4: город,0,32435000000,32732000001,4212,UTC330,54.6053968,86.2808803,Сибирский,27624
652701,обл,Кемеровская,,,г,Прокопьевск,,,4200001300000,2d8b9d01-1c4f-4987-8a0b-1eb5080c1f38,4: город,0,32437000000,32737000001,4223,UTC331,53.8604562,86.7183428,Сибирский,210150
652770,обл,Кемеровская,р-н,Гурьевский,г,Салаир,,,4200300200000,e7459805-4536-4037-9113-4b9b53893807,4: город,0,32413504000,32602104001,4202,UTC332,54.2351588,85.8029215,Сибирский,8263
652400,обл,Кемеровская,,,г,Тайга,,,4200000800000,4da6f430-f531-42f5-9176-1f6cf7ba6367,4: город,0,32440000000,32740000001,4246,UTC333,56.0622767,85.6207907,Сибирский,25330
652990,обл,Кемеровская,р-н,Таштагольский,г,Таштагол,,,4201200100000,6be8ac27-9aa0-4784-ba97-a15f066995d9,4: город,1,32443000000,32627101001,4252,UTC334,52.7594505,87.8477272,Сибирский,23114
652300,обл,Кемеровская,р-н,Топкинский,г,Топки,,,4201400100000,5a6d8be0-aa32-4344-9a4d-89fdb4c94ae8,4: город,1,32446000000,32631101001,4230,UTC335,55.2766036,85.6153223,Сибирский,28642
652050,обл,Кемеровская,,,г,Юрга,,,4200001400000,988289f5-d6d0-40d5-a483-55983e11c033,4: город,0,32449000000,32749000001,4230,UTC336,55.7202689,84.8885516,Сибирский,81536
613200,обл,Кировская,р-н,Белохолуницкий,г,Белая Холуница,,,4300400100000,49e2b1b5-771f-4dfd-9428-e74cd055d113,4: город,1,33205501000,33605101001,4303,UTC333,58.8415212,50.8461002,Приволжский,11232
612960,обл,Кировская,р-н,Вятскополянский,г,Вятские Поляны,,,4300800100000,7ad714c1-1136-4c39-84c1-17e15dbc5aab,4: город,1,33404000000,33704000,4307,UTC334,56.2286058,51.0614666,Приволжский,35159
612410,обл,Кировская,р-н,Зуевский,г,Зуевка,,,4301000100000,fe3dfa87-0363-4fbf-9a2c-dcfb237f6943,4: город,1,33214501000,33614101001,4312,UTC335,58.4031674,51.1330787,Приволжский,11198
610000,обл,Кировская,,,г,Киров,,,4300000100000,452a2ddf-88a1-4e35-8d8d-8635493768d4,4: город,2,33401000000,33701000001,4345,UTC336,58.6035313,49.6679219,Приволжский,473668
613040,обл,Кировская,р-н,Кирово-Чепецкий,г,Кирово-Чепецк,,,4301301600000,3cdc251a-a649-4063-8c51-00ea2f676a95,4: город,1,33407000000,33707000,4312,UTC337,58.5559921,50.0317608,Приволжский,80920
612820,обл,Кировская,р-н,Верхнекамский,г,Кирс,,,4300600100000,31ed73ca-6927-4243-9618-36de284ab038,4: город,1,33207501000,33607101001,4303,UTC338,59.3400586,52.2415895,Приволжский,10420
612600,обл,Кировская,р-н,Котельничский,г,Котельнич,,,4301400100000,49846fff-046e-4cee-944b-137cb833d67f,4: город,1,33410000000,33710000,4313,UTC339,58.3035238,48.3474288,Приволжский,24979
613980,обл,Кировская,р-н,Лузский,г,Луза,,,4301700100000,9e22dc47-e0df-407b-8448-39ca682e3fd6,4: город,1,33222501000,33622101001,4316,UTC340,60.6290781,47.2612069,Приволжский,11262
612920,обл,Кировская,р-н,Малмыжский,г,Малмыж,,,4301800100000,2193594d-ddaf-42b6-9dfe-95cda00ba520,4: город,1,33223501000,33623101001,4307,UTC341,56.5243722,50.6782757,Приволжский,8265
613710,обл,Кировская,р-н,Мурашинский,г,Мураши,,,4301900100000,20b2bc28-9404-4c1d-9e50-783338c1ea3c,4: город,1,33224501000,33624101001,4329,UTC342,59.3956347,48.9637651,Приволжский,6752
613440,обл,Кировская,р-н,Нолинский,г,Нолинск,,,4302200100000,03e15a08-649a-44f9-93fb-0be35ce2fb5f,4: город,1,33227501000,33627101001,4321,UTC343,57.5596946,49.9357867,Приволжский,9556
612740,обл,Кировская,р-н,Омутнинский,г,Омутнинск,,,4302300100000,9039bbb5-93a8-4172-b97c-af2b9abbb614,4: город,1,33228501000,33628101001,4322,UTC344,58.6697684,52.1893554,Приволжский,23618
612270,обл,Кировская,р-н,Орловский,г,Орлов,,,4302600100000,0302ec51-eea9-4343-9248-ce4878ca465e,4: город,1,33245501000,33645101001,4313,UTC345,58.5389402,48.8929268,Приволжский,6959
613150,обл,Кировская,р-н,Слободской,г,Слободской,,,4303100100000,8effba3d-4f82-45f6-938a-f1eac4405623,4: город,1,33413000000,33713000,4329,UTC346,58.7311934,50.1670091,Приволжский,33983
613341,обл,Кировская,р-н,Советский,г,Советск,,,4303200100000,2fa0734f-2b29-49d5-862f-29f15d88a402,4: город,1,33236501000,33636101001,4330,UTC347,57.5841434,48.9589228,Приволжский,16592
612990,обл,Кировская,р-н,Вятскополянский,г,Сосновка,,,4300800200000,9e9afbb6-8de5-4765-a69f-2c4dfa498006,4: город,0,33210504000,33610104001,4307,UTC348,56.2533149,51.2833412,Приволжский,11960
613530,обл,Кировская,р-н,Уржумский,г,Уржум,,,4303600100000,759037c3-6408-4466-afe4-b10adc4edff4,4: город,1,33241501000,33641101001,4334,UTC349,57.1097612,50.0056278,Приволжский,10213
612260,обл,Кировская,р-н,Яранский,г,Яранск,,,4304000100000,af4098b9-6200-450a-999f-6e732cbdbac3,4: город,1,33250501000,33650101001,4339,UTC350,57.304195,47.8479185,Приволжский,17252
169900,Респ,Коми,,,г,Воркута,,,1100000200000,e0bf9ea3-7cbf-4b13-95f1-32c3ee9b3ae5,4: город,0,87410000000,87710000001,1103,UTC351,67.4973484,64.0611045,Северо-Западный,70551
169570,Респ,Коми,,,г,Вуктыл,,,1100000300000,f69a676b-8ede-4a19-80b6-6db85a12b5e1,4: город,0,87412000000,87712000001,1102,UTC352,63.8615209,57.3165207,Северо-Западный,12357
169200,Респ,Коми,р-н,Княжпогостский,г,Емва,,,1100600100000,77fc9582-dbc7-4696-9ddc-00471e94553f,4: город,1,87208501000,87608101001,1121,UTC353,62.5965314,50.8731889,Северо-Западный,14574
169840,Респ,Коми,,,г,Инта,,,1100000400000,1b136d3e-3bd6-440c-a3fd-23303143c440,4: город,0,87415000000,87715000001,1100,UTC354,66.0368196,60.1154612,Северо-Западный,32021
169060,Респ,Коми,р-н,Усть-Вымский,г,Микунь,,,1101700200000,2144ca72-ea8d-4ad6-90bc-e8443944087a,4: город,0,87244505000,87644105001,1121,UTC355,62.3580188,50.0719738,Северо-Западный,10732
169600,Респ,Коми,,,г,Печора,,,1100000500000,e0ba898b-b813-4293-b817-510d586afd6e,4: город,0,87420000000,87620101001,1105,UTC356,65.1485717,57.22388,Северо-Западный,43458
169500,Респ,Коми,,,г,Сосногорск,,,1100000600000,9a2569ae-14fb-43bb-b192-a4c29c463c28,4: город,0,87422000000,87626122001,1100,UTC357,63.5990137,53.8762792,Северо-Западный,27809
167000,Респ,Коми,,,г,Сыктывкар,,,1100000100000,d2944a73-daf4-4a08-9b34-d9b0af7785a1,4: город,2,87401000000,87701000001,1100,UTC358,61.668789,50.8356491,Северо-Западный,235006
169710,Респ,Коми,,,г,Усинск,,,1100000700000,267fd50d-0077-4041-9594-18b1de5f2acb,4: город,0,87423000000,87723000001,1106,UTC359,65.9941116,57.5570054,Северо-Западный,41100
169300,Респ,Коми,,,г,Ухта,,,1100000800000,067b4cef-e128-4d5a-8305-fecf53e7b7e8,4: город,0,87425000000,87725000001,1102,UTC360,63.5564779,53.7014202,Северо-Западный,99642
157000,обл,Костромская,р-н,Буйский,г,Буй,,,4400300100000,9180ffd0-7f8d-4fdb-a284-583f27e378eb,4: город,1,34405000000,34705000,4437,UTC361,58.473445,41.5306746,Центральный,25763
156901,обл,Костромская,,,г,Волгореченск,,,4400000200000,40eb94b1-c51e-455c-92af-7dafaaa92caa,4: город,0,34406000000,34706000,4437,UTC362,57.4423712,41.1593076,Центральный,17108
157200,обл,Костромская,р-н,Галичский,г,Галич,,,4400500100000,f2bc7c4a-cf05-48da-aed1-9abd3c57925b,4: город,1,34408000000,34708000,4433,UTC363,58.3826861,42.3654563,Центральный,17346
157440,обл,Костромская,р-н,Кологривский,г,Кологрив,,,4400700100000,2382db41-3085-4e55-a612-d597535ae960,4: город,1,34212501000,34612101,4434,UTC364,58.826988,44.3185323,Центральный,3314
156000,обл,Костромская,,,г,Кострома,,,4400000300000,14c73394-b886-40a9-9e5c-547cfd4d6aad,4: город,2,34401000000,34701000001,4400,UTC365,57.8029445,40.9907282,Центральный,268617
157460,обл,Костромская,р-н,Макарьевский,г,Макарьев,,,4400900100000,dda6ff96-ff7e-4ea0-a9eb-6bfefe3b1ec8,4: город,1,34218501000,34618101,4400,UTC366,57.8808916,43.8014428,Центральный,7114
157300,обл,Костромская,р-н,Мантуровский,г,Мантурово,,,4401000100000,b045e8f1-b705-4211-862a-101df62b4feb,4: город,1,34414000000,34714000,4434,UTC367,58.3264667,44.7575036,Центральный,17479
157800,обл,Костромская,р-н,Нерехтский,г,Нерехта,,,4401300100000,d8fcde72-38b9-4032-9670-fa496983e62f,4: город,1,34420000000,34626101,4437,UTC368,57.4543706,40.5725438,Центральный,22817
157331,обл,Костромская,р-н,Нейский,г,Нея,,,4401200100000,39d5f8b9-551c-42ee-8fbc-d44ceb427b47,4: город,1,34422000000,34624101,4434,UTC369,58.2944499,43.8780965,Центральный,9827
157170,обл,Костромская,р-н,Солигаличский,г,Солигалич,,,4402000100000,35df6629-3c19-4285-8a6c-559750ec36ae,4: город,1,34240501000,34640101,4433,UTC370,59.0786729,42.2877245,Центральный,6438
157130,обл,Костромская,р-н,Чухломский,г,Чухлома,,,4402300100000,fbadac52-08d8-46f2-b2c6-d272b79f36c1,4: город,1,34246501000,34646101,4433,UTC371,58.7534246,42.6883783,Центральный,5209
157500,обл,Костромская,р-н,Шарьинский,г,Шарья,,,4402400100000,c78b9b9e-ace7-46d0-9f6f-c259d7f65e4f,4: город,1,34430000000,34730000,4436,UTC372,58.3761832,45.4060762,Центральный,23668
353320,край,Краснодарский,р-н,Абинский,г,Абинск,,,2300200100000,ecd4abbc-79eb-4dd9-b02d-b10760fbc4ff,4: город,1,03201501000,03601101001,2300,UTC373,44.8679931,38.1618437,Южный,34926
353440,край,Краснодарский,р-н,Анапский,г,Анапа,,,2300300100000,eeb7a0a7-3bbf-4f00-8a03-a7eabc257bed,4: город,1,03403000000,03703000001,2300,UTC374,44.8950777,37.3163142,Южный,58983
352690,край,Краснодарский,р-н,Апшеронский,г,Апшеронск,,,2300400100000,7b9a7eb9-0d6d-4135-ad1c-3c059db9f386,4: город,1,03205501000,03605101001,2368,UTC375,44.4585239,39.7300092,Южный,40229
352900,край,Краснодарский,,,г,Армавир,,,2300000200000,fc9c55d0-c66e-455e-8034-b0944b025c38,4: город,0,03405000000,03705000001,2372,UTC376,45.0010338,41.132392,Южный,188897
352630,край,Краснодарский,р-н,Белореченский,г,Белореченск,,,2300600100000,ce9dccce-d0a3-49c4-a934-3f8de7fbed2a,4: город,1,03406000000,03608101001,2368,UTC377,44.7652733,39.8780457,Южный,53891
353460,край,Краснодарский,,,г,Геленджик,,,2300000300000,e157b9c0-f908-48bc-a1d7-39c482a501a5,4: город,0,03408000000,03708000,2304,UTC378,44.5631053,38.0790184,Южный,54813
353280,край,Краснодарский,,,г,Горячий Ключ,,,2300000400000,298ebb96-d9c3-4809-b466-386c778234a5,4: город,0,03409000000,03709000001,2368,UTC379,44.6343251,39.1356421,Южный,30093
352190,край,Краснодарский,р-н,Гулькевичский,г,Гулькевичи,,,2300900100000,3039644e-5690-43b6-abbc-2d190f6dcecf,4: город,1,03213501000,03613101001,2364,UTC380,45.3605769,40.6918484,Южный,35225
353680,край,Краснодарский,р-н,Ейский,г,Ейск,,,2301100100000,d22840fe-89f7-4f1a-8591-c51b87a7aec2,4: город,1,03411000000,03616101001,2361,UTC381,46.7114611,38.2764915,Южный,87771
353180,край,Краснодарский,р-н,Кореновский,г,Кореновск,,,2301500100000,76e1af12-0fae-42b0-8771-02191d803ad0,4: город,1,03221501000,03621101001,2373,UTC382,45.4640868,39.4590178,Южный,41179
350000,край,Краснодарский,,,г,Краснодар,,,2300000100000,7dfa745e-aa19-4688-b121-b655c11e482f,4: город,2,03401000000,03701000,2300,UTC383,45.040235,38.9760801,Южный,744933
352380,край,Краснодарский,р-н,Кавказский,г,Кропоткин,,,2301200100000,a4f6512e-2ee9-4250-b241-b58504a886b4,4: город,0,03414000000,03618101001,2364,UTC384,45.4332464,40.5727852,Южный,80743
353380,край,Краснодарский,р-н,Крымский,г,Крымск,,,2301800100000,ae6c6804-3c18-4337-bb6e-7479a8cb64f6,4: город,1,03415000000,03625101001,2300,UTC385,44.9344108,37.9855314,Южный,57370
352430,край,Краснодарский,р-н,Курганинский,г,Курганинск,,,2301900100000,2c58f372-aac8-4645-b41a-f39bdffef373,4: город,1,03227501000,03627101001,2300,UTC386,44.8876442,40.5913858,Южный,47974
